aircraft_type,country_prefix,registration_number,category
Cessna FRA 150 ,OK,TAF,AVREG_DATA.CATEGORIES.AIRPLANE
EXTRA 300,OK,NAT,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,BAD,AVREG_DATA.CATEGORIES.HELICOPTER
SR22,OK,BAL,AVREG_DATA.CATEGORIES.AIRPLANE
fire balloons G,OK,2221,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
L 13,OK,1833,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,9102,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 180,OK,KAH,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 505,OK,RSE,AVREG_DATA.CATEGORIES.HELICOPTER
Janus,OK,7848,AVREG_DATA.CATEGORIES.GLIDER
LTL Series 1-150,OK,4499,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BELL 206,OK,DEN,AVREG_DATA.CATEGORIES.HELICOPTER
"H 36 ""DIMONA""",OK,3606,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,7576,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna FRA 150 ,OK,ISR,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,7956,AVREG_DATA.CATEGORIES.GLIDER
BEECH 300,OK,CTU,AVREG_DATA.CATEGORIES.AIRPLANE
Z 126,OK,IGF,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,8817,AVREG_DATA.CATEGORIES.GLIDER
LS 1-f,OK,2242,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,ASA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,ASD,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,ASN,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS,OK,9815,AVREG_DATA.CATEGORIES.GLIDER
Tecnam P2008 JC,OK,BIK,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1938,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
HPH Glasflügel 304,OK,3111,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Auster 6A,OK,AOP,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 180,OK,ATF,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1129,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,ETA,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,3204,AVREG_DATA.CATEGORIES.GLIDER
ASW 27,OK,2274,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 150,OK,YCF,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,SID,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8787,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
JAK-52,OK,JAK,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,DRY,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna LC Series,OK,ABP,AVREG_DATA.CATEGORIES.AIRPLANE
L 39,OK,DDR,AVREG_DATA.CATEGORIES.AIRPLANE
JS-MD Single,OK,3553,AVREG_DATA.CATEGORIES.POWERED_GLIDER
DV 20,OK,DIS,
BB,OK,1525,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
CABRI G2,OK,SSS,AVREG_DATA.CATEGORIES.HELICOPTER
JS-MD Single,OK,2506,AVREG_DATA.CATEGORIES.POWERED_GLIDER
JS-MD Single,OK,3883,AVREG_DATA.CATEGORIES.POWERED_GLIDER
JS-MD Single,OK,3773,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 150,OK,OMW,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,OKH,AVREG_DATA.CATEGORIES.AIRPLANE
DG-400,OK,4476,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,1840,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
DA 40,OK,SEA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 140,OK,CSY,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,2323,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,0914,AVREG_DATA.CATEGORIES.GLIDER
Tecnam P2006T,OK,MHZ,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2006T,OK,MDH,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2227,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,AGU,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 152,OK,LBA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,PRS,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,AVK,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,2807,AVREG_DATA.CATEGORIES.GLIDER
ASW 28,OK,7728,AVREG_DATA.CATEGORIES.GLIDER
Duo Discus,OK,4567,AVREG_DATA.CATEGORIES.POWERED_GLIDER
VENTUS,OK,3383,AVREG_DATA.CATEGORIES.GLIDER
LS 1-d,OK,9001,AVREG_DATA.CATEGORIES.GLIDER
DG-300 ,OK,1844,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 152,OK,POH,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,0747,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,2404,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 152,OK,FAH,AVREG_DATA.CATEGORIES.AIRPLANE
CAMERON HOT AIR BALLOONS,OK,1959,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,FAJ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,FAK,AVREG_DATA.CATEGORIES.AIRPLANE
A320-200,OK,HEU,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1971,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 19,OK,3323,AVREG_DATA.CATEGORIES.GLIDER
LS 1-c,OK,0121,AVREG_DATA.CATEGORIES.GLIDER
SZD 48,OK,4424,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,VEL,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,FAM,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,BLT,AVREG_DATA.CATEGORIES.HELICOPTER
ASW 24 ,OK,8483,AVREG_DATA.CATEGORIES.GLIDER
SF 25 C,OK,9101,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Ventus-3,OK,1090,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,0809,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
L 410,OK,NGB,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,NGC,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,1337,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5742,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,8842,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,1691,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1987,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1109,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SPEED ASTIR II,OK,8745,AVREG_DATA.CATEGORIES.GLIDER
DG-500,OK,9800,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 182,OK,HBS,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,0610,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,0305,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Ventus-3,OK,1999,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cameron O Type,OK,2226,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
FALCON,OK,FLN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 182,OK,KGM,
Cessna 182,OK,KGN,
ASTIR CS,OK,5432,AVREG_DATA.CATEGORIES.GLIDER
Janus CM,OK,1166,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 150,OK,RAD,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,MAJ,AVREG_DATA.CATEGORIES.AIRPLANE
Twin Commander 500 Series,OK,CPT,AVREG_DATA.CATEGORIES.AIRPLANE
Twinshark,OK,7236,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 44,OK,HWG,AVREG_DATA.CATEGORIES.HELICOPTER
Pilatus PC-12,OK,PVN,AVREG_DATA.CATEGORIES.AIRPLANE
CABRI G2,OK,EBC,AVREG_DATA.CATEGORIES.HELICOPTER
CABRI G2,OK,LIO,AVREG_DATA.CATEGORIES.HELICOPTER
CABRI G2,OK,WRW,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,2312,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
VT 16,OK,3423,AVREG_DATA.CATEGORIES.GLIDER
VT 116,OK,7427,AVREG_DATA.CATEGORIES.GLIDER
M 16,OK,0402,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,CZU,AVREG_DATA.CATEGORIES.AIRPLANE
Twinshark,OK,1001,AVREG_DATA.CATEGORIES.POWERED_GLIDER
ASW 19,OK,6783,AVREG_DATA.CATEGORIES.GLIDER
B36TC,OK,ATB,AVREG_DATA.CATEGORIES.AIRPLANE
JAK-52,OK,JAX,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,JPE,AVREG_DATA.CATEGORIES.AIRPLANE
Z 126,OK,IFC,AVREG_DATA.CATEGORIES.AIRPLANE
EC 135,OK,DSZ,AVREG_DATA.CATEGORIES.HELICOPTER
BELL 505,OK,ABR,AVREG_DATA.CATEGORIES.HELICOPTER
LS 4,OK,3133,AVREG_DATA.CATEGORIES.GLIDER
Tecnam P2002 JF,OK,AFM,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,AIM,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,ATC,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna FR 172,OK,FRK,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,AOC,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,APP,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,AIS,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,AWY,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,ATZ,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,APN,AVREG_DATA.CATEGORIES.AIRPLANE
EC 135,OK,LJR,AVREG_DATA.CATEGORIES.HELICOPTER
EC 135,OK,JIX,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,1597,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,6660,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 15,OK,0508,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,TOD,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2001,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna F 172,OK,LAD,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,3008,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
PIPER PA28,OK,PAC,AVREG_DATA.CATEGORIES.AIRPLANE
BD-100,OK,RPM,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,CJD,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,4848,AVREG_DATA.CATEGORIES.GLIDER
Husky A-1,OK,HMB,AVREG_DATA.CATEGORIES.AIRPLANE
HR200-120B,OK,COF,AVREG_DATA.CATEGORIES.AIRPLANE
Z 50,OK,ARX,AVREG_DATA.CATEGORIES.AIRPLANE
PS-28 Cruiser,OK,FSE,AVREG_DATA.CATEGORIES.AIRPLANE
Z 242,OK,TMB,AVREG_DATA.CATEGORIES.AIRPLANE
PA-25,OK,ITY,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,VLB,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,1616,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
PIK-20 E,OK,1474,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 182,OK,FPC,AVREG_DATA.CATEGORIES.AIRPLANE
EMB-505,OK,STS,AVREG_DATA.CATEGORIES.AIRPLANE
PS-28 Cruiser,OK,STI,AVREG_DATA.CATEGORIES.AIRPLANE
EC 120,OK,ACE,AVREG_DATA.CATEGORIES.HELICOPTER
Glasflügel Sailplanes,OK,2444,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,6231,AVREG_DATA.CATEGORIES.GLIDER
7GCBC,OK,DAJ,AVREG_DATA.CATEGORIES.AIRPLANE
Gulfstream GVI,OK,KKF,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,1519,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,1962,AVREG_DATA.CATEGORIES.POWERED_GLIDER
VENTUS,OK,7778,AVREG_DATA.CATEGORIES.POWERED_GLIDER
CABRI G2,OK,RMW,AVREG_DATA.CATEGORIES.HELICOPTER
Pilatus PC-12,OK,PTT,AVREG_DATA.CATEGORIES.AIRPLANE
Discus bT,OK,9030,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,1608,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Duo Discus,OK,3415,AVREG_DATA.CATEGORIES.GLIDER
EXTRA,OK,MAD,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,8484,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,1606,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Bristell B23,OK,IDO,AVREG_DATA.CATEGORIES.AIRPLANE
Twinshark,OK,3042,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,2023,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,2552,AVREG_DATA.CATEGORIES.POWERED_GLIDER
LS 6,OK,6696,AVREG_DATA.CATEGORIES.GLIDER
L 410,OK,NGD,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,NGE,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,4701,AVREG_DATA.CATEGORIES.GLIDER
VSO 10,OK,1505,AVREG_DATA.CATEGORIES.GLIDER
Z 226,OK,TRF,AVREG_DATA.CATEGORIES.AIRPLANE
M20J,OK,TWA,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0203,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BEECH 400,OK,DJB,AVREG_DATA.CATEGORIES.AIRPLANE
Ka 6,OK,5319,AVREG_DATA.CATEGORIES.GLIDER
BEECH 200,OK,SLM,AVREG_DATA.CATEGORIES.AIRPLANE
DR 400,OK,HOD,AVREG_DATA.CATEGORIES.AIRPLANE
H-34,OK,9696,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 66,OK,LHI,AVREG_DATA.CATEGORIES.HELICOPTER
Rutan 61 Long EZ,OK,SIM,AVREG_DATA.CATEGORIES.AIRPLANE
Discus a,OK,5475,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,1550,AVREG_DATA.CATEGORIES.GLIDER
CL-600,OK,WAY,AVREG_DATA.CATEGORIES.AIRPLANE
AN 2,OK,RID,AVREG_DATA.CATEGORIES.AIRPLANE
Cirrus-VTC,OK,0505,AVREG_DATA.CATEGORIES.GLIDER
Tecnam P2006T,OK,JOY,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,1728,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,PMM,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,5991,AVREG_DATA.CATEGORIES.GLIDER
Bellanca,OK,LOL,AVREG_DATA.CATEGORIES.AIRPLANE
Discus a,OK,3518,AVREG_DATA.CATEGORIES.GLIDER
VSO 10,OK,5603,AVREG_DATA.CATEGORIES.GLIDER
Z 42,OK,ZET,AVREG_DATA.CATEGORIES.AIRPLANE
SF 25 B,OK,6699,AVREG_DATA.CATEGORIES.POWERED_GLIDER
PC-24,OK,EBT,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH C-90,OK,BBA,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2102,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Twinshark,OK,4030,AVREG_DATA.CATEGORIES.POWERED_GLIDER
PIPER PA28,OK,EVR,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 560XL,OK,ECR,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,3760,AVREG_DATA.CATEGORIES.GLIDER
Kodiak 100 Series,OK,AKD,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS 4,OK,2243,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 66,OK,RHE,AVREG_DATA.CATEGORIES.HELICOPTER
JS-MD Single,OK,0107,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,1358,AVREG_DATA.CATEGORIES.GLIDER
Kodiak 100 Series,OK,JZK,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,RRR,AVREG_DATA.CATEGORIES.HELICOPTER
SR20,OK,ANI,AVREG_DATA.CATEGORIES.AIRPLANE
Z 50,OK,PAJ,AVREG_DATA.CATEGORIES.AIRPLANE
Neukom Elfe,OK,1218,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,7703,AVREG_DATA.CATEGORIES.GLIDER
L 23,OK,2300,AVREG_DATA.CATEGORIES.GLIDER
Bristell B23,OK,BIL,AVREG_DATA.CATEGORIES.AIRPLANE
Twinshark,OK,5276,AVREG_DATA.CATEGORIES.POWERED_GLIDER
K8,OK,5190,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,6714,AVREG_DATA.CATEGORIES.GLIDER
LG 125,OK,1764,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,JOS,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 150 ,OK,TOG,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 560XL,OK,BIZ,AVREG_DATA.CATEGORIES.AIRPLANE
JS-MD Single,OK,2025,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,MIM,AVREG_DATA.CATEGORIES.AIRPLANE
Z 242,OK,TMC,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-f,OK,5650,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,7782,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,8281,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Bristell B23,OK,DAS,AVREG_DATA.CATEGORIES.AIRPLANE
DG-400,OK,4411,AVREG_DATA.CATEGORIES.POWERED_GLIDER
NIMBUS,OK,5151,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 182,OK,KEM,AVREG_DATA.CATEGORIES.AIRPLANE
Z 42,OK,SAZ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 172,OK,VDI,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 172,OK,OKM,AVREG_DATA.CATEGORIES.AIRPLANE
DR 400,OK,RCE,AVREG_DATA.CATEGORIES.AIRPLANE
EXTRA 300,OK,LPJ,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,AFT,AVREG_DATA.CATEGORIES.AIRPLANE
R 66,OK,CSB,AVREG_DATA.CATEGORIES.HELICOPTER
ASTIR CS,OK,7447,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,4685,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,7227,AVREG_DATA.CATEGORIES.GLIDER
LS 3,OK,2600,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,3711,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA32,OK,STG,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,DCN,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,4686,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR20,OK,PUL,AVREG_DATA.CATEGORIES.AIRPLANE
Discus bT,OK,0408,AVREG_DATA.CATEGORIES.POWERED_GLIDER
CABRI G2,OK,FIF,AVREG_DATA.CATEGORIES.HELICOPTER
BELL 505,OK,RAA,AVREG_DATA.CATEGORIES.HELICOPTER
Stream Turbo,OK,TLS,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,SEE,AVREG_DATA.CATEGORIES.AIRPLANE
NST-20 TARA,OK,X081M,Bezpilotní letadlo
Pilatus PC-12,OK,PMP,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,BRQ,AVREG_DATA.CATEGORIES.AIRPLANE
Jak-55,OK,ZZZ,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,0595,AVREG_DATA.CATEGORIES.GLIDER
SportStar RTC,OK,HEY,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 20,OK,0605,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,CPH,AVREG_DATA.CATEGORIES.AIRPLANE
R 66,OK,OEL,AVREG_DATA.CATEGORIES.HELICOPTER
MS 893,OK,CZM,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7365,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,7803,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
GROB SAILPLANES,OK,5681,AVREG_DATA.CATEGORIES.GLIDER
AS 33,OK,1551,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 150,OK,RTX,AVREG_DATA.CATEGORIES.AIRPLANE
NL-STU,OK,2907,AVREG_DATA.CATEGORIES.GAS_BALLOON
Bristell B23,OK,FIN,AVREG_DATA.CATEGORIES.AIRPLANE
Commander 114,OK,MVT,AVREG_DATA.CATEGORIES.AIRPLANE
Z 43,OK,COP,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,RPR,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA46,OK,FTL,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA46,OK,SGA,AVREG_DATA.CATEGORIES.AIRPLANE
Pilatus PC-12,OK,TKJ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 560XL,OK,KGR,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,6886,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Twinshark,OK,6768,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SR22,OK,BAC,AVREG_DATA.CATEGORIES.AIRPLANE
Ventus a,OK,0069,AVREG_DATA.CATEGORIES.GLIDER
Z 226,OK,MFL,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA34 ,OK,WAL,AVREG_DATA.CATEGORIES.AIRPLANE
ULTRAMAGIC HOT AIR BALLOONS,OK,0047,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
DR 400,OK,SOB,AVREG_DATA.CATEGORIES.AIRPLANE
Gulfstream GVII,OK,VOS,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,4825,AVREG_DATA.CATEGORIES.POWERED_GLIDER
JS-MD Single,OK,3161,AVREG_DATA.CATEGORIES.GLIDER
Ventus a,OK,1903,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,6491,AVREG_DATA.CATEGORIES.GLIDER
DR 400,OK,VYA,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2327,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
LS8,OK,3331,AVREG_DATA.CATEGORIES.GLIDER
CABRI G2,OK,HKI,AVREG_DATA.CATEGORIES.HELICOPTER
GROB SAILPLANES,OK,4801,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,HOK,AVREG_DATA.CATEGORIES.AIRPLANE
Z 43,OK,EOY,AVREG_DATA.CATEGORIES.AIRPLANE
EMB-500,OK,NEO,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 20,OK,7779,AVREG_DATA.CATEGORIES.GLIDER
Pilatus B-4,OK,0842,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,6898,AVREG_DATA.CATEGORIES.GLIDER
Textron Aviation,OK,JRE,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,WHR,AVREG_DATA.CATEGORIES.HELICOPTER
DG-400,OK,4959,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Z 37,OK,ESS,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,ESV,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,VIZ,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,DJS,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,ESW,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,ESL,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,ESU,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,ESG,AVREG_DATA.CATEGORIES.AIRPLANE
Ventus bT,OK,0308,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,1978,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Pilatus PC-12,OK,OZZ,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,SND,AVREG_DATA.CATEGORIES.AIRPLANE
P.68,OK,VOZ,AVREG_DATA.CATEGORIES.AIRPLANE
Bristell B23,OK,AWA,AVREG_DATA.CATEGORIES.AIRPLANE
Bristell B23,OK,AWB,AVREG_DATA.CATEGORIES.AIRPLANE
K8,OK,0597,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1612,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna F 150,OK,ELI,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,7966,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,AAA,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0720,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,LML,AVREG_DATA.CATEGORIES.HELICOPTER
Praga E114M,OK,BGV,AVREG_DATA.CATEGORIES.AIRPLANE
Husky A-1,OK,HAF,AVREG_DATA.CATEGORIES.AIRPLANE
SPEED ASTIR II,OK,4875,AVREG_DATA.CATEGORIES.GLIDER
SF 27 A,OK,3157,AVREG_DATA.CATEGORIES.GLIDER
ASK 21,OK,8464,AVREG_DATA.CATEGORIES.GLIDER
DA 62,OK,KEV,AVREG_DATA.CATEGORIES.AIRPLANE
Ventus-3,OK,2024,AVREG_DATA.CATEGORIES.POWERED_GLIDER
EMB-505,OK,PHE,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,IRI,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,DPL,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,2894,AVREG_DATA.CATEGORIES.GLIDER
EC 135P2,OK,AVM,AVREG_DATA.CATEGORIES.HELICOPTER
SportStar RTC,OK,INJ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,VES,AVREG_DATA.CATEGORIES.AIRPLANE
SR20,OK,MCW,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2207,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
One 150,OK,X030X,Bezpilotní letadlo
Cessna T 182 T,OK,POD,AVREG_DATA.CATEGORIES.AIRPLANE
